id,pid,level,order_num,hidden,enabled,create_date,title,content_text,link
1771,1213,2,12,0,1,0000-00-00 00:00:00,ЭЛЕКТРОМАГНИТНАЯ РЕЗОНАНСНАЯ МАШИНА,ЭЛЕКТРОМАГНИТНАЯ РЕЗОНАНСНАЯ МАШИНА Пройдите по ссылке http://www.polgroup.ru/rezonans.html,http://www.polgroup.ru/rezonans.html
1253,1212,2,135,0,1,0000-00-00 00:00:00,"ДУПЛЕКСЫ, ТРИПЛЕКСЫ ДЛЯ ШИН","ДУПЛЕКСЫ , ТРИПЛЕКСЫ ДЛЯ РЕЗИНЫ ДЛЯ ПРОИЗВОДСТВА ПРОТЕКТОРА В ШИННОМ ПРОИЗВОДСТВЕ Пройдите по ссылке http://www.polgroup.ru/duplex_cn.html",http://www.polgroup.ru/duplex_cn.html
1254,1212,2,55,0,1,0000-00-00 00:00:00,ПРЕССЫ,Прессы Китай https://www.polgroup.ru/presses.html Прессы вулканизационные для резины. Китай Пройдите по ссылке http://www.polgroup.ru/vulkanpres.html,https://www.polgroup.ru/presses.html
1293,1060,2,9,0,1,0000-00-00 00:00:00,ВАЛЬЦЫ ЛАБОРАТОРНЫЕ,Пройдите по ссылке http://www.polgroup.ru/valc.html,http://www.polgroup.ru/valc.html
1831,1271,3,40,0,1,0000-00-00 00:00:00,ДЛЯ ПЛЕНКИ,Пройдите по ссылке http://www.polgroup.ru/extr_film.html,http://www.polgroup.ru/extr_film.html
1262,1212,2,140,0,1,0000-00-00 00:00:00,"ПРОТЕКТОРНАЯ ЛИНИЯ, ХОЛОДИЛКА","ПРОТЕКТОРНАЯ ЛИНИЯ, ХОЛОДИЛЬНАЯ УСТАНОВКА Пройдите по ссылке http://www.polgroup.ru/holod_cn.html",http://www.polgroup.ru/holod_cn.html
1729,1067,3,5,0,1,0000-00-00 00:00:00,"МИКРОСМЕСИТЕЛЬ на 0,1 литра","МИКРОСМЕСИТЕЛЬ на 0,1 литра Пройдите по ссылке http://polgroup.ru/m_smes.html",http://polgroup.ru/m_smes.html
1795,1793,4,100,0,1,0000-00-00 00:00:00,СТРЕЙНЕР,СТРЕЙНЕР ДЛЯ РЕЗИНЫ Пройдите по ссылке http://www.polgroup.ru/strener.html,http://www.polgroup.ru/strener.html
1264,1212,2,100,0,1,0000-00-00 00:00:00,"ТАБЛЕТ. МАШИНЫ, ТАБЛЕТПРЕСС",ТАБЛЕТОЧНЫЕ МАШИНЫ. Китай Пройдите по ссылке http://www.polgroup.ru/tablet_cn.html,http://www.polgroup.ru/tablet_cn.html
1265,0,0,60,0,1,0000-00-00 00:00:00,Местоположение,"Местоположение ООО ""Полимермаш Групп"" на карте С.Петербурга Пройдите по ссылке http://www.polgroup.ru/karta.php",http://www.polgroup.ru/karta.php
1267,1212,2,15,0,1,0000-00-00 00:00:00,КАЛАНДРЫ,КАЛАНДРЫ. Китай Пройдите по ссылке http://www.polgroup.ru/kalandri_cn.html,http://www.polgroup.ru/kalandri_cn.html
1268,1267,3,10,0,1,0000-00-00 00:00:00,КАЛАНДРЫ 2-х ВАЛКОВЫЕ ДЛЯ РЕЗИНЫ И ПЛАСТМАСС,КАЛАНДРЫ 2-х ВАЛКОВЫЕ ДЛЯ РЕЗИНЫ И ПЛАСТМАСС. Китай. Пройдите по ссылке http://www.polgroup.ru/kal2_cn.html,http://www.polgroup.ru/kal2_cn.html
1269,1267,3,20,0,1,0000-00-00 00:00:00,КАЛАНДРЫ 3-х ВАЛКОВЫЕ ДЛЯ РЕЗИНЫ И ПЛАСТМАСС,КАЛАНДРЫ 3-х ВАЛКОВЫЕ ДЛЯ РЕЗИНЫ И ПЛАСТМАСС Пройдите по ссылке http://polgroup.ru/kal3_cn.html,http://polgroup.ru/kal3_cn.html
1270,1267,3,30,0,1,0000-00-00 00:00:00,КАЛАНДРЫ 4-х ВАЛКОВЫЕ ДЛЯ РЕЗИНЫ И ПЛАСТМАСС,КАЛАНДРЫ 4-х ВАЛКОВЫЕ ДЛЯ РЕЗИНЫ И ПЛАСТМАСС. Китай. Пройдите по ссылке http://polgroup.ru/kal4_cn.html,http://polgroup.ru/kal4_cn.html
1805,1803,4,200,0,1,0000-00-00 00:00:00,ДВУХШНЕКОВЫЕ,ДВУХШНЕКОВЫЕ ЭКСТРУДЕРЫ КИТАЙ ЭКСТРУДЕР ДЛЯ ПЛАСТМАСС С КОНИЧЕСКИМИ ЗАЦЕПЛЯЮЩИМИСЯ ШНЕКАМИ ТИПА ИНТЕРМИКС И С ПАРАЛЛЕЛЬНЫМИ ШНЕКАМИ Пройдите по ссылке http://www.polgroup.ru/ekstr_kon.html,http://www.polgroup.ru/ekstr_kon.html
1810,1061,3,325,0,1,0000-00-00 00:00:00,Пд800 315/315,Вальцы для резины ПД800 315/315 www.polgroup.ru/tex_pd800.html,http://www.polgroup.ru/tex_pd800.html
1811,1453,3,0,0,1,0000-00-00 00:00:00,ВУЛКАНИЗАЦИОННЫЕ ПРЕССЫ. Россия.,Прессы вулканизационные выпускаемые http://polgroup.ru/press_spb.html,http://polgroup.ru/press_spb.html
1812,1066,3,20,0,1,0000-00-00 00:00:00,"РЕЗИНОСМЕСИТЕЛЬ 1,2 л., 1,5 л. 2,0 л. Россия.","Резиносмеситель периодического действия с нижней выгрузкой на 1,2 или 1,5 или 2,0 литра . и нд. 211.871 Нашего производства http://polgroup.ru/1_2litra.html",http://polgroup.ru/1_2litra.html
1813,1066,3,30,0,1,0000-00-00 00:00:00,"РЕЗИНОСМЕСИТЕЛЬ 4,5 литра. Россия.","Резиносмеситель периодического действия с нижней выгрузкой на 4,5 литра Нашего производства. www.polgroup.ru/45litra.html",http://www.polgroup.ru/45litra.html
1297,1293,3,20,0,1,0000-00-00 00:00:00,ЭЛ.НАГРЕВ ПД 320 160/160Э,ВАЛЬЦЫ ДЛЯ ПЛАСТМАСС С ЭЛЕКТРОПОДОГРЕВОМ ПД 320 160/160 Э Пройдите по ссылке http://www.polgroup.ru/tex_pd320E.html,http://www.polgroup.ru/tex_pd320E.html
1311,1213,2,25,0,1,0000-00-00 00:00:00,ВИСКОЗИМЕТР ПО МУНИ,Пройдите по ссылке http://www.polgroup.ru/mooney.html,http://www.polgroup.ru/mooney.html
1312,1213,2,27,0,1,0000-00-00 00:00:00,РЕОМЕТР,Пройдите по ссылке http://www.polgroup.ru/rheometer.html,http://www.polgroup.ru/rheometer.html
1331,1213,2,270,0,1,0000-00-00 00:00:00,"ПРЕССЫ ВЫРУБНЫЕ, ЛАЗЕРЫ ВЫРЕЗНЫЕ","Прессы вырубные и лазерные вырезные машины, лазеры. Китай Пройдите по ссылке http://www.polgroup.ru/viryb_cn.html",http://www.polgroup.ru/viryb_cn.html
1317,1213,2,220,0,1,0000-00-00 00:00:00,ОБРЕЗАТЕЛЬ ОБЛОЯ САЛЬНИКА АВТОМАТИЧЕСКИЙ,АВТОМАТИЧЕСКОЕ УСТРОЙСТВО ОБРЕЗАНИЯ ОБЛОЯ САЛЬНИКА. Китай http://www.polgroup.ru/saln.html,http://www.polgroup.ru/saln.html
1318,1213,2,14,0,1,0000-00-00 00:00:00,СЖИМАЮЩИЕ МАШИНЫ,Приборы для испытания на сжатие. Пройдите по ссылке http://www.polgroup.ru/sjatkay.html,http://www.polgroup.ru/sjatkay.html
1735,1086,3,110,0,1,0000-00-00 00:00:00,Таблеточные машины Индия,Таблеточные машины поставляемые из Индии http://www.polgroup.ru/tablet_ind.html,http://www.polgroup.ru/tablet_ind.html
1355,1214,2,50,0,1,0000-00-00 00:00:00,Скачать в архиве RAR 20 kb,,price_cn.rar
1322,1213,2,16,0,1,0000-00-00 00:00:00,ИСПЫТАТЕЛЬ УДАРОПРОЧНОСТИ ПЛАСТМАСС ПРИ ПАДАЮЩЕМ ГРУЗЕ,"ИСПЫТАТЕЛЬ УДАРОПРОЧНОСТИ ПРИ ВОЗДЕЙСТВИИ ПАДАЮЩЕГО ГРУЗА. Китай. Испытатель воздействия падающим грузом предназначен для испытания пластичности (тягучести), ударопрочности различных пластмасс Пройдите по ссылке http://www.polgroup.ru/drop.html",http://www.polgroup.ru/drop.html
1323,1213,2,17,0,1,0000-00-00 00:00:00,ПЛАСТОМЕТР СЖИМАЮЩИЙ ДЛЯ РЕЗИНЫ В ТЕРМОСТАТЕ,ПЛАСТОМЕТР СЖИМАЮЩИЙ ДЛЯ РЕЗИНЫ В ТЕРМОСТАТЕ. Китай Пройдите по ссылке http://www.polgroup.ru/plast.html,http://www.polgroup.ru/plast.html
1325,1213,2,210,0,1,0000-00-00 00:00:00,ИСПЫТАТЕЛЬ ХРУПКОСТИ РЕЗИНЫ НИЗКОЙ ТЕМПЕРАТУРОЙ,Пройдите по ссылке http://www.polgroup.ru/yiazv.html,http://www.polgroup.ru/yiazv.html
1653,1213,2,29,0,1,0000-00-00 00:00:00,ТЕНСИОМЕТР. ПОВЕРХНОСТНОЕ НАПРЯЖЕНИЕ СМЕСЕЙ,"ТЕНСИОМЕТР ДЕ НУИ. ПРИБОР ДЛЯ ОПРЕЛЕЛЕНИЯ ПОВЕРХНОСТНОГО НАПРЯЖЕНИЯ СМЕСЕЙ. (Иногда пишут тензиометр, тэнсиометр, тэнзиометр) http://www.polgroup.ru/pov_nat.html",http://www.polgroup.ru/pov_nat.html
1697,1229,3,8,0,1,0000-00-00 00:00:00,"ДРОБИЛЬНЫЕ, РАЗМАЛЫВАЮЩИЕ","ДРОБИЛЬНЫЕ, РАЗМАЛЫВАЮЩИЕ ВАЛЬЦЫ. Китай. http://www.polgroup.ru/drob_valc.html",http://www.polgroup.ru/drob_valc.html
1328,1213,2,205,0,1,0000-00-00 00:00:00,"МАШИНА НА ИСПЫТАНИЕ РЕЗИН НА РАСТЯЖЕНИЕ, ИЗГИБ, УСТАЛОСТЬ","МАШИНА НА ИСПЫТАНИЕ РЕЗИН НА РАСТЯЖЕНИЕ, ИЗГИБ, УСТАЛОСТЬ. Китай. Пройдите по ссылке http://www.polgroup.ru/mrs2_cn.html МАШИНА НА ИСПЫТАНИЕ РЕЗИН НА РАСТЯЖЕНИЕ, ИЗГИБ, УСТАЛОСТЬ. Россия. Своё производство. Пройдите по ссылке http://www.polgroup.ru/mrs2.html",http://www.polgroup.ru/mrs2_cn.html
1435,1212,2,500,0,1,0000-00-00 00:00:00,"СБОР.БАЛАНСИР.СТАНКИ, БАРАБАНЫ","СБОРОЧНЫЕ МАШИНЫ ШИН, БАРАБАНЫ, БАЛАНСИРОВОЧНЫЕ СТАНКИ ДЛЯ ШИН . Китай Пройдите по ссылке http://www.polgroup.ru/sb_st.html",http://www.polgroup.ru/sb_st.html
1699,1486,3,17,0,1,0000-00-00 00:00:00,ФОРМАТОРЫ ВУЛКАНИЗАТОРЫ Б/У,ФОРМАТОРЫ ВУЛКАНИЗАТОРЫ Б/У Пройдите по ссылке http://www.polgroup.ru/nelformator.html,http://www.polgroup.ru/nelformator.html
1491,1254,3,10,0,1,0000-00-00 00:00:00,ВУЛКАНИЗАЦИОННЫЕ БЕЗ ВАК.,ВУЛКАНИЗАЦИОННЫЕ ПРЕССЫ. Китай Пройдите по ссылке http://www.polgroup.ru/vulkanpres.html,http://www.polgroup.ru/vulkanpres.html
1492,1254,3,20,0,1,0000-00-00 00:00:00,ЛИТЬЕВЫЕ ИНЖЕКЦИОННЫЕ,ЛИТЬЕВЫЕ ИНЖЕКЦИОННЫЕ ПРЕССЫ Пройдите по ссылке http://www.polgroup.ru/injpress.html,http://www.polgroup.ru/injpress.html
1493,1254,3,30,0,1,0000-00-00 00:00:00,ПРЕДФОРМОВАТЕЛЬ-ПРЕФОРМЕР,Пройдите по ссылке http://www.polgroup.ru/barwell.html,http://www.polgroup.ru/barwell.html
1579,1007,1,75,0,1,0000-00-00 00:00:00,Свидетельство о внесении в ЕГРЮЛ,,
1436,1061,3,455,0,1,0000-00-00 00:00:00,ВАЛЬЦЫ КИТАЙ,"Вальцы смесительные, подогревательные. Китай Пройдите по ссылке http://www.polgroup.ru/mill_cn.html",http://www.polgroup.ru/mill_cn.html
1437,1061,3,274,0,1,0000-00-00 00:00:00,СМ350 150/150Э эл.нагрев Китай,ВАЛЬЦЫ СМЕСИТЕЛЬНЫЕ СМ350 150/150Э с электронагревом. Китай Пройдите по ссылке http://www.polgroup.ru/cm350e_cn.html,http://www.polgroup.ru/cm350e_cn.html
1438,1061,3,276,0,1,0000-00-00 00:00:00,ЛБ350 150/150 ISO Китай,Вальцы лабораторные ЛБ 350 150/150 по ИСО. Китай Пройдите по ссылке http://www.polgroup.ru/lb350_cn.html,http://www.polgroup.ru/lb350_cn.html
1830,1333,3,30,0,1,0000-00-00 00:00:00,С ОПЛЁТКОЙ СТЕКЛОНИТЬЮ,Пройдите по ссылке http://www.polgroup.ru/glass_opl.html,http://www.polgroup.ru/glass_opl.html
1479,1067,3,50,0,1,0000-00-00 00:00:00,Б/У СМЕСИТЕЛИ,"Б/У СМЕСИТЕЛИ ЗЛ,СРК,ЗШ,СМ,РС,СГУ,СРК,СРКШ Пройдите по ссылке http://www.polgroup.ru/nelsmes.html",http://www.polgroup.ru/nelsmes.html
1448,1271,3,15,0,1,0000-00-00 00:00:00,ДЛЯ СИЛИКОНА,ЭКСТРУДЕР И СТРЕЙНЕР ДЛЯ СИЛИКОНА . Китай Пройдите по ссылке http://www.polgroup.ru/silicon.html,http://www.polgroup.ru/silicon.html
1449,1061,3,275,0,1,0000-00-00 00:00:00,СМ350 150/150. Китай,ВАЛЬЦЫ СМ350 150/150. Китай Пройдите по ссылке http://www.polgroup.ru/valc_cn.html,http://www.polgroup.ru/valc_cn.html
1450,1086,3,100,0,1,0000-00-00 00:00:00,Таблеточные машины Китай.,Пройдите по ссылке http://www.polgroup.ru/tablet_cn.html,http://www.polgroup.ru/tablet_cn.html
1478,1061,3,700,0,1,0000-00-00 00:00:00,Б/У ВАЛЬЦЫ В РОССИИ,Пройдите по ссылке http://www.polgroup.ru/nel.html,http://www.polgroup.ru/nelvalc.html
1451,1271,3,114,0,1,0000-00-00 00:00:00,ЛИНИИ ДЛЯ ДЕРЕВОПЛАСТИКА,ЭКСТРУЗИОННАЯ ЛИНИЯ ДЛЯ ПРОИЗВОДСТВА ПРОФИЛЯ С ОПИЛКАМИ - ДЕРЕВОПЛАСТИК. Китай Пройдите по ссылке http://www.polgroup.ru/woodekstr.html,http://www.polgroup.ru/woodekstr.html
1453,1059,2,31,0,1,0000-00-00 00:00:00,П Р Е С С Ы,"Пройдите по ссылке Прессы Китай http://www.polgroup.ru/vulkanpres.html Б/У Прессы http://www.polgroup.ru/nelpress.html Прессы вырубные http://www.polgroup.ru/press.html Пресса , пресс-формы . пресса, пресс, пресс, пресса, прессы, пресса, прессы, вулканизационный пресс, пресс вулканизационный, вулканизационные гидравлические пресса, пресс вулканизационный 250, продажа вулканизационных прессов, пресс вулканизационный гидравлический 250 600, вулканизационный пресс пв 150, оборудование для рти, пресс резина, пресс вулканизации резины, гидравлический пресс, пресс 600х600, 250-600-2Э, 250-600-4Э, ябир, пресс 100-400-2Э, 400х400, размеры плит 400х400, размеры плит 600х600, усилие пресса 100 тонн, усилие пресса 250 тн., 432.242., Кострома, завод им. Красина, инжекционный пресс, инжекторный пресс, инжпресс, Gold Hawk, Pan Stone, press, vulcanizing, multi plate, lab press, лабораторный пресс, четырёхколонный пресс, плунжерный пресс, molding machine, multi layer, compression molding machine, вакуумный вулканизационный пресс, перезарядчик, пресс-форма, пресформы, пресс- формы, прес-формы, пресс формы, формы к ТПА, пресс-формы к термопластавтоматам, пресс-формы к вулканизационным прессам, п/ф, формы к форматорам – вулканизаторам, форматор – вулканизатор, пресса Тайвань, пресс-формы, формы для шин, прессформы для шин, прессформа, press, mold, tyre shaping and curing press, hydraulic press, hydraulic press type curing press, барабан для сборочных станков, mold cavity, two piece mold, capsule mold, conical segvented mold, конические сегментные пресс-формы для производства шин, angular segmented mold",http://www.polgroup.ru/nelpress.html
1454,1200,3,30,0,1,0000-00-00 00:00:00,ПРЕССЫ Б/У,ПРЕССЫ Б/У Пройдите по ссылке http://www.polgroup.ru/nelpress.html,http://www.polgroup.ru/nelpress.html
1499,1454,4,10,0,1,0000-00-00 00:00:00,ВУЛКАНИЗАЦИОННЫЕ,,http://www.polgroup.ru/nelpress.html
1455,1200,3,35,0,1,0000-00-00 00:00:00,ТАБЛЕТ. МАШИНА МТ-3А,Б/У ТАБЛЕТОЧНАЯ МАШИНА МТ-3А Пройдите по ссылке http://www.polgroup.ru/nelmt3a.html,http://www.polgroup.ru/nelmt3a.html
1457,1200,3,50,0,1,0000-00-00 00:00:00,ПРИБОРЫ Б/У,ПРИБОРЫ Б/У Пройдите по ссылке http://www.polgroup.ru/nelprib.html,http://www.polgroup.ru/nelprib.html
1458,1229,3,5,0,1,0000-00-00 00:00:00,"СМЕСИТЕЛЬНЫЕ, ПОДОГРЕВАТЕЛЬНЫЕ, ЛАБОРАТОРНЫЕ","ВАЛЬЦЫ резинообрабатывающие лабораторные, смесительные, подогревательные, поставляемые под заказ из Китая. Пройдите по ссылке http://www.polgroup.ru/valc_cn.html Поставщик ООО ""Полимермаш Групп""",http://www.polgroup.ru/valc_cn.html
1758,1688,3,70,0,1,0000-00-00 00:00:00,НАРЕЗКА РЕЗИНОВЫХ ПРОКЛАДОК ИЗ ТРУБ,Станок для нарезки резиновых прокладок из резиновых труб http://www.polgroup.ru/gasket.html,http://www.polgroup.ru/gasket.html
1477,1058,1,12,0,1,0000-00-00 00:00:00,Оборуд. Б/У,Перечень неликвидного б/у оборудования Пройдите по ссылке http://www.polgroup.ru/nel.html,http://www.polgroup.ru/nel.html
1480,1090,3,100,0,1,0000-00-00 00:00:00,Б/У Каландры,Б/У Каландры Пройдите по ссылке http://www.polgroup.ru/nel.html,http://www.polgroup.ru/nelkal.html
1482,1200,3,10,0,1,0000-00-00 00:00:00,ВАЛЬЦЫ Б/У,ВАЛЬЦЫ Б/У Пройдите по ссылке http://www.polgroup.ru/nelvalc.html,http://www.polgroup.ru/nelvalc.html
1483,1200,3,20,0,1,0000-00-00 00:00:00,КАЛАНДРЫ Б/У,КАЛАНДРЫ Б/У Проидите по ссылке http://www.polgroup.ru/nelkal.html,http://www.polgroup.ru/nelkal.html
1484,1477,2,10,0,1,0000-00-00 00:00:00,ВАЛЬЦЫ Б/У,ВАЛЬЦЫ Б/У Пройдите по ссылке http://www.polgroup.ru/nelvalc.html,http://www.polgroup.ru/nelvalc.html
1485,1477,2,12,0,1,0000-00-00 00:00:00,КАЛАНДРЫ Б/У,Каландры Б/У Пройдите по ссылке http://polgroup.ru/nelkal.html,http://polgroup.ru/nelkal.html
1486,1477,2,14,0,1,0000-00-00 00:00:00,ПРЕССЫ Б/У,ПРЕССЫ ВУЛКАНИЗАЦИОННЫЕ Б/У Пройдите по ссылке http://polgroup.ru/press_by.html,http://polgroup.ru/press_by.html
1567,1477,2,28,0,1,0000-00-00 00:00:00,"ГИЛЬОТИНА, МЕЛЬНИЦА, ДРОБИЛКА, НОЖ Б/У","МЕЛЬНИЦА , ДРОБИЛКА, ИЗМЕЛЬЧИТЕЛЬ РЕЗИНЫ, НОЖ ПЛАСТИНЧАТЫЙ, ГИЛЬОТИНА Б/У Пройдите по ссылке http://www.polgroup.ru/nelmelnica.html",http://www.polgroup.ru/nelmelnica.html
1488,1477,2,50,0,1,0000-00-00 00:00:00,ПРИБОРЫ и ЛАБ.ОБОРУД. Б/У,Пройдите по ссылке http://www.polgroup.ru/nelprib.html,http://www.polgroup.ru/nelprib.html
1489,1477,2,27,0,1,0000-00-00 00:00:00,ТАБЛЕТОЧНЫЕ МАШИНЫ Б/У,ТАБЛЕТОЧНЫЕ МАШИНЫ Б/У Пройдите по ссылке http://www.polgroup.ru/nelmt3a.html,http://www.polgroup.ru/nelmt3a.html
1530,1333,3,10,0,1,0000-00-00 00:00:00,С НИТЯНОЙ ОПЛЁТКОЙ,Пройдите по ссылке http://www.polgroup.ru/nit_opl.html,http://www.polgroup.ru/nit_opl.html
1495,1200,3,37,0,1,0000-00-00 00:00:00,"СМЕСИТЕЛИ, РЕЗИНОСМЕСИТЕЛИ Б/У","СМЕСИТЕЛИ, РЕЗИНОСМЕСИТЕЛИ Б/У Пройдите по ссылке http://www.polgroup.ru/nelsmes.html",http://www.polgroup.ru/nelsmes.html
1496,1477,2,24,0,1,0000-00-00 00:00:00,СМЕСИТЕЛИ Б/У,СМЕСИТЕЛИ Б/У Пройдите по ссылке http://www.polgroup.ru/nelsmes.html,http://www.polgroup.ru/nelsmes.html
1501,1486,3,10,0,1,0000-00-00 00:00:00,ВУЛКАНИЗАЦИОННЫЕ ДЛЯ РЕЗИНЫ Б/У,ПРЕССЫ ВУЛКАНИЗАЦИОННЫЕ ДЛЯ РЕЗИНЫ Б/У Пройдите по ссылке http://polgroup.ru/nelpress.html,http://polgroup.ru/nelpress.html
1497,1477,2,38,0,1,0000-00-00 00:00:00,ОБОРУД. ДЛЯ ПЕРЕРАБОТКИ ШИН Б/У,Пройдите по ссылке http://www.polgroup.ru/nelshin.html,http://www.polgroup.ru/nelshin.html
1498,1200,3,38,0,1,0000-00-00 00:00:00,ПЕРЕРАБОТКА ШИН Б/У,ПЕРЕРАБОТКА ШИН Б/У Пройдите по ссылке http://www.polgroup.ru/nelshin.html,http://www.polgroup.ru/nelshin.html
1500,1454,4,20,0,1,0000-00-00 00:00:00,ВЫРУБНЫЕ,,http://www.polgroup.ru/viryb.html
1502,1486,3,20,0,1,0000-00-00 00:00:00,"ВЫРУБНЫЕ ДЛЯ КОЖ,РЕЗИН,ПЛАСТМАСС Б/У","Б/У ПРЕССЫ ВЫРУБНЫЕ ДЛЯ КОЖ, РЕЗИН, ПЛАСТМАСС Пройдите по ссылке http://www.polgroup.ru/viryb.html",http://www.polgroup.ru/viryb.html
1505,1075,3,30,0,1,0000-00-00 00:00:00,ОПЛЕТОЧНЫЕ КИТАЙ,Пройдите по ссылке http://polgroup.ru/oplet_cn.html,http://polgroup.ru/oplet_cn.html
1535,1505,4,60,0,1,0000-00-00 00:00:00,НАВИВОЧНЫЕ,Пройдите по ссылке http://www.polgroup.ru/nav_cn.html,http://www.polgroup.ru/nav_cn.html
1507,1065,3,10,0,1,0000-00-00 00:00:00,ГРАНУЛЯТОР КАУЧУКА D=20мм. L=20мм.,УСТАНОВКА ЧЕРВЯЧНАЯ ДЛЯ ГРАНУЛИРОВАНИЯ БРИКЕТОВ КАУЧУКА D=20мм. L=20мм. Пройдите по ссылке http://polgroup.ru/cherv.html,http://polgroup.ru/cherv.html
1508,1067,3,30,0,1,0000-00-00 00:00:00,ЛОПАСТНЫЕ ГОРИЗОНТАЛЬНЫЕ,Пройдите по ссылке http://www.polgroup.ru/smes_lop.html,http://www.polgroup.ru/smes_lop.html
1510,1076,3,10,0,1,0000-00-00 00:00:00,ОБОРУДОВАНИЕ ДЛЯ ГАЛОШ,Пройдите по ссылке http://www.polgroup.ru/galoshi.html,http://www.polgroup.ru/galoshi.html
1511,1076,3,20,0,1,0000-00-00 00:00:00,КОЛОДКИ АЛЮМИНИЕВЫЕ,Пройдите по ссылке http://www.polgroup.ru/kolodki.html,http://www.polgroup.ru/kolodki.html
1512,1076,3,15,0,1,0000-00-00 00:00:00,ПОДОШВОРЕЗАТЕЛЬНАЯ МАШИНА,Пройдите по ссылке http://polgroup.ru/podoshva.html,http://polgroup.ru/podoshva.html
1513,1076,3,50,0,1,0000-00-00 00:00:00,КАЛАНДР ОБУВНОЙ 5-ти ВАЛКОВЫЙ,Пройдите по ссылке http://www.polgroup.ru/kal5.html,http://www.polgroup.ru/kal5.html
1514,1079,3,70,0,1,0000-00-00 00:00:00,Брикетов каучука,Пройдите по ссылке http://www.polgroup.ru/cherv.html,http://www.polgroup.ru/cherv.html
1515,1079,3,90,0,1,0000-00-00 00:00:00,Линии гранулирования Китай,Пройдите по ссылке http://www.polgroup.ru/line_gran.html,http://www.polgroup.ru/line_gran.html
1713,1688,3,22,0,1,0000-00-00 00:00:00,ШРЕДДЕР ДЛЯ РЕЗИНЫ (ШИН),"Шредер, шреддер для резины, для измельчения шин. Китай. http://www.polgroup.ru/shredder.html",http://www.polgroup.ru/shredder.html
1517,1212,2,80,0,1,0000-00-00 00:00:00,"АВТОКЛАВ, ДЕВУЛКАНИЗАТОР","АВТОКЛАВ, ДЕВУЛКАНИЗАТОР, ДЕСУЛЬФОРИЗАТОР, ПАРОГЕНЕНЕРАТОР. КИТАЙ Пройдите по ссылке http://www.polgroup.ru/autoclave_cn.html",http://www.polgroup.ru/autoclave_cn.html
1519,1086,3,120,0,1,0000-00-00 00:00:00,Б/У Таблеточные машины,Пройдите по ссылке http://www.polgroup.ru/nelmt3a.html,http://www.polgroup.ru/nelmt3a.html
1520,1086,3,25,0,1,0000-00-00 00:00:00,_____Запчасти к МТ-3А,Прайс-лист на запчасти к таблеточной роторной машине МТ-3А Пройдите по ссылке http://www.polgroup.ru/price_zchmt3a.html,http://www.polgroup.ru/price_zchmt3a.html
1521,1066,3,90,0,1,0000-00-00 00:00:00,Б/У РЕЗИНОСМЕСИТЕЛИ,Пройдите по ссылке http://www.polgroup.ru/nelsmes.html,http://www.polgroup.ru/nelsmes.html
1522,1283,3,70,0,1,0000-00-00 00:00:00,Б/У СМЕСИТЕЛИ В РОССИИ,Пройдите по ссылке http://www.polgroup.ru/nelsmes.html,http://www.polgroup.ru/nelsmes.html
1523,1280,3,50,0,1,0000-00-00 00:00:00,Б/У РЕЗИНОСМЕСИТЕЛИ,Б/У РЕЗИНОСМЕСИТЕЛИ Пройдите по ссылке http://www.polgroup.ru/nelsmes.html,http://www.polgroup.ru/nelsmes.html
1524,1229,3,50,0,1,0000-00-00 00:00:00,Б/У ВАЛЬЦЫ В РОССИИ,Б/У ВАЛЬЦЫ В РОССИИ Пройдите по ссылке http://www.polgroup.ru/nelvalc.html,http://www.polgroup.ru/nelvalc.html
1549,1453,3,115,0,1,0000-00-00 00:00:00,Б/У  ПРЕССЫ,Б/У ПРЕССЫ ПРОЙДИТЕ ПО ССЫЛКЕ http://www.polgroup.ru/nelpress.html,http://www.polgroup.ru/nelpress.html
1525,1267,3,50,0,1,0000-00-00 00:00:00,Б/У КАЛАНДРЫ В РОССИИ,Пройдите по ссылке http://www.polgroup.ru/nelkal.html,http://www.polgroup.ru/nelkal.html
1526,1254,3,50,0,1,0000-00-00 00:00:00,Б/У ПРЕССЫ,Б/У ПРЕССЫ Пройдите по ссылке http://www.polgroup.ru/nelpress.html,http://www.polgroup.ru/nelpress.html
1527,1061,3,460,0,1,0000-00-00 00:00:00,"МЕЛЬНИЦА ТРЁХВАЛКОВАЯ, КРАСКОТЁРКА","МЕЛЬНИЦА ТРЁХВАЛКОВАЯ, КРАСКОТЁРКА Пройдите по ссылке http://polgroup.ru/kraska.html",http://polgroup.ru/kraska.html
1531,1333,3,20,0,1,0000-00-00 00:00:00,С МЕТАЛЛИЧ. ОПЛЁТКОЙ,Пройдите по ссылке http://www.polgroup.ru/st_opl.html,http://www.polgroup.ru/st_opl.html
1532,1333,3,40,0,1,0000-00-00 00:00:00,НАВИВОЧНЫХ СПИРАЛЬНЫХ РУКАВОВ,"Оборудование для производства рукавов высокого давления навивочный спиральной конструкции, навивочных рукавов, буровых рукавов. Китай. Пройдите по ссылке http://www.polgroup.ru/nav_cn.html",http://www.polgroup.ru/nav_cn.html
1533,1505,4,0,0,1,0000-00-00 00:00:00,С НИТЯНОЙ ОПЛ.,Пройдите по ссылке http://www.polgroup.ru/nit_opl.html,http://www.polgroup.ru/nit_opl.html
